	AA2	gene_name	geneID	identity	EGGNOG	annotation	COG	COG1	COG2	ref	type
17	36	H02_BL_11_NODE_4_length_129034_cov_48128_48799_25	8.5	99.5781666666666	30XCG		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
18	36	H02_BL_11_NODE_4_length_129034_cov_48128_48799_26	7.5	99.72230555555551	COG2171	N-acyltransferase activity	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
19	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_27	6.5	99.96056756756757	COG0372	Belongs to the citrate synthase family	C	METABOLISM	   Energy production and conversion	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
20	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_28	5.5	100.0	COG0024	Methionine aminopeptidase	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
21	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_29	4.5	99.570027027027	COG3247	response to pH	U	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
22	36	H02_BL_11_NODE_4_length_129034_cov_48128_48799_3	30.5	50.39652777777772	COG5520	Belongs to the glycosyl hydrolase 30 family	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
23	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_30	3.5	99.19962162162156	COG2321	neutral zinc metallopeptidase	N	CELLULAR PROCESSES AND SIGNALING	Cell motility	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
24	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_31	2.5	97.43340540540544	COG0629	single-stranded DNA binding	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
25	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_32	1.5	99.6588648648649	COG0442	prolyl-tRNA aminoacylation	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
26	13	H02_BL_11_NODE_4_length_129034_cov_48128_48799_33	0.5	61.812000000000005	2Z94I	Uncharacterized conserved protein (DUF2293)	S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
27	39	H02_BL_11_NODE_4_length_129034_cov_48128_48799_34	-0.5	100.0	COG3512	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Cas genes
28	39	H02_BL_11_NODE_4_length_129034_cov_48128_48799_35	-1.5	100.0	COG1518	maintenance of DNA repeat elements	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Cas genes
29	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_36	-2.5	99.80362162162157	COG3513	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Cas genes
30	38	H02_BL_11_NODE_4_length_129034_cov_48128_48799_37	-3.5	99.33797368421054	COG0507	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
31	38	H02_BL_11_NODE_4_length_129034_cov_48128_48799_38	-4.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
32	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_39	-5.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
33	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_4	29.5	89.22846875	COG3572	ergothioneine biosynthetic process	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
34	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_40	-6.5	99.41248648648651	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
35	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_41	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
36	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_42	-8.5	99.52194594594592	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
37	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_43	-9.5	86.33988571428569	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
38	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_44	-10.5	99.59888571428571	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
39	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_45	-11.5	100.0	COG0254	rRNA binding	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
40	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_46	-12.5	99.9512	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
41	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_47	-13.5	99.96622857142856	COG1070	Carbohydrate kinase	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
42	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_48	-14.5	87.57142857142857	31VWV		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
43	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_49	-15.5	89.85502857142859	COG2860	membrane	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
44	11	H02_BL_11_NODE_4_length_129034_cov_48128_48799_5	28.5	99.57399999999998	COG3420	alginic acid biosynthetic process	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
45	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_50	-16.5	84.04686486486484	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
46	17	H02_BL_11_NODE_4_length_129034_cov_48128_48799_51	-17.5	99.06623529411769	COG3328	transposase activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Transposase
47	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_52	-18.5	99.81949999999996	COG4952	isomerase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
48	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_53	-19.5	99.51925	COG2814	Major facilitator Superfamily	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
49	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_54	-20.5	99.50500000000005	COG2223	nitrite transmembrane transporter activity	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
50	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_55	-21.5	97.0973125	30TT6		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
51	27	H02_BL_11_NODE_4_length_129034_cov_48128_48799_56	-22.5	98.6197037037037	COG0242	peptide deformylase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
52	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_57	-23.5	82.02534375000005	COG2814	Major facilitator Superfamily	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
53	31	H02_BL_11_NODE_4_length_129034_cov_48128_48799_58	-24.5	86.66025806451609	COG1846	Transcriptional regulator	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
54	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_59	-25.5	80.66582857142856	31SS1		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
55	12	H02_BL_11_NODE_4_length_129034_cov_48128_48799_6	27.5	100.0	30HV1		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
56	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_60	-26.5	85.8129189189189	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
57	36	H02_BL_11_NODE_4_length_129034_cov_48128_48799_61	-27.5	78.19708333333334	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
58	26	H02_BL_11_NODE_4_length_129034_cov_48128_48799_62	-28.5	96.98765384615383	COG4213	ABC transporter substrate-binding protein	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
59	37	H02_BL_11_NODE_4_length_129034_cov_48128_48799_63	-29.5	66.77408108108106	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
60	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_64	-30.5	58.7079142857143	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
61	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_65	-31.5	62.445371428571484	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
62	24	H02_BL_11_NODE_4_length_129034_cov_48128_48799_66	-32.5	28.491958333333343	COG2814	Major facilitator Superfamily	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
63	35	H02_BL_11_NODE_4_length_129034_cov_48128_48799_67	-33.5	50.60871428571425	COG0488	(ABC) transporter	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
64	10	H02_BL_11_NODE_4_length_129034_cov_48128_48799_68	-34.5	98.3054	COG1946	Acyl-CoA thioesterase	I	METABOLISM	   Lipid transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
65	8	H02_BL_11_NODE_4_length_129034_cov_48128_48799_69	-35.5	98.57962499999998	33CMQ	Protein of unknown function (DUF3180)	S	POORLY CHARACTERIZED	     Function unknown	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
66	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_7	26.5	94.59071875	COG1924	4 iron, 4 sulfur cluster binding	I	METABOLISM	   Lipid transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
67	15	H02_BL_11_NODE_4_length_129034_cov_48128_48799_70	-36.5	68.80193333333331	COG1539	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
68	8	H02_BL_11_NODE_4_length_129034_cov_48128_48799_71	-37.5	98.80149999999999	COG0294	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
69	8	H02_BL_11_NODE_4_length_129034_cov_48128_48799_72	-38.5	98.6875	COG0302	gtp cyclohydrolase	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
70	8	H02_BL_11_NODE_4_length_129034_cov_48128_48799_73	-39.5	98.68912500000002	COG0465	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
71	6	H02_BL_11_NODE_4_length_129034_cov_48128_48799_74	-40.5	99.57466666666666	COG0634	Belongs to the purine pyrimidine phosphoribosyltransferase family	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
72	4	H02_BL_11_NODE_4_length_129034_cov_48128_48799_75	-41.5	98.1365	COG0634	Belongs to the purine pyrimidine phosphoribosyltransferase family	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
73	8	H02_BL_11_NODE_4_length_129034_cov_48128_48799_76	-42.5	64.648125	COG2027	D-alanyl-D-alanine carboxypeptidase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
74	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_8	25.5	99.18843750000003	COG0602	queuosine metabolic process	H	METABOLISM	   Coenzyme transport and metabolism	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
75	32	H02_BL_11_NODE_4_length_129034_cov_48128_48799_9	24.5	99.57962499999998	COG1327	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_11_NODE_4_length_129034_cov_48128_48799	Others
0	8	H02_BL_15_NODE_4_length_129431_cov_80108_80779_1	-42.5	64.67362499999999	COG2027	D-alanyl-D-alanine carboxypeptidase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
1	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_10	-33.5	50.60871428571425	COG0488	(ABC) transporter	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
2	24	H02_BL_15_NODE_4_length_129431_cov_80108_80779_11	-32.5	28.491958333333343	COG2814	Major facilitator Superfamily	E	METABOLISM	   Amino acid transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
3	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_12	-31.5	62.445371428571484	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
4	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_13	-30.5	58.7079142857143	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
5	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_14	-29.5	66.77408108108106	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
6	26	H02_BL_15_NODE_4_length_129431_cov_80108_80779_15	-28.5	96.98765384615383	COG4213	ABC transporter substrate-binding protein	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
7	36	H02_BL_15_NODE_4_length_129431_cov_80108_80779_16	-27.5	78.19708333333334	COG1129	ABC transporter	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
8	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_17	-26.5	85.8129189189189	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
9	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_18	-25.5	80.66582857142856	31SS1		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
10	31	H02_BL_15_NODE_4_length_129431_cov_80108_80779_19	-24.5	86.66025806451609	COG1846	Transcriptional regulator	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
11	4	H02_BL_15_NODE_4_length_129431_cov_80108_80779_2	-41.5	98.1365	COG0634	Belongs to the purine pyrimidine phosphoribosyltransferase family	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
12	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_20	-23.5	82.02534375000005	COG2814	Major facilitator Superfamily	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
13	27	H02_BL_15_NODE_4_length_129431_cov_80108_80779_21	-22.5	98.6197037037037	COG0242	peptide deformylase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
14	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_22	-21.5	97.0973125	31UMH		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
15	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_23	-20.5	99.50500000000005	COG2223	nitrite transmembrane transporter activity	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
16	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_24	-19.5	99.51925	COG2814	Major facilitator Superfamily	P	METABOLISM	   Inorganic ion transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
17	32	H02_BL_15_NODE_4_length_129431_cov_80108_80779_25	-18.5	99.81949999999996	COG4952	isomerase	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
18	17	H02_BL_15_NODE_4_length_129431_cov_80108_80779_26	-17.5	99.06623529411769	COG3328	transposase activity	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Transposase
19	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_27	-16.5	84.04686486486484	COG4214	carbohydrate transport	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
20	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_28	-15.5	89.85502857142859	COG2860	membrane	T	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
21	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_29	-14.5	87.57142857142857	31VWV		S	POORLY CHARACTERIZED	     Function unknown	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
22	6	H02_BL_15_NODE_4_length_129431_cov_80108_80779_3	-40.5	99.57466666666666	COG0634	Belongs to the purine pyrimidine phosphoribosyltransferase family	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
23	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_30	-13.5	99.96622857142856	COG1070	Carbohydrate kinase	G	METABOLISM	   Carbohydrate transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
24	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_31	-12.5	99.9512	COG1940	carbohydrate kinase activity	K	INFORMATION STORAGE AND PROCESSING	Transcription	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
25	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_32	-11.5	100.0	COG0254	rRNA binding	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
26	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_33	-10.5	99.59888571428571	COG0216	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
27	35	H02_BL_15_NODE_4_length_129431_cov_80108_80779_34	-9.5	86.33988571428569	COG2890	protein-(glutamine-N5) methyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
28	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_35	-8.5	99.52194594594592	COG0110	maltose O-acetyltransferase activity	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
29	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_36	-7.5	99.92735135135138	COG0009	L-threonylcarbamoyladenylate synthase	J	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
30	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_37	-6.5	99.64	COG0472	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	M	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
31	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_38	-5.5	99.93740540540536	COG0516	GMP reductase activity	F	METABOLISM	   Nucleotide transport and metabolism	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
32	38	H02_BL_15_NODE_4_length_129431_cov_80108_80779_39	-4.5	98.38078947368425	COG1949	3'-to-5' exoribonuclease specific for small oligoribonucleotides	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
33	8	H02_BL_15_NODE_4_length_129431_cov_80108_80779_4	-39.5	98.68912500000002	COG0465	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	O	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
34	38	H02_BL_15_NODE_4_length_129431_cov_80108_80779_40	-3.5	99.33797368421054	COG0507	A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Others
35	37	H02_BL_15_NODE_4_length_129431_cov_80108_80779_41	-2.5	99.80362162162157	COG3513	CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Cas genes
36	39	H02_BL_15_NODE_4_length_129431_cov_80108_80779_42	-1.5	100.0	COG1518	maintenance of DNA repeat elements	L	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair	H02_BL_15_NODE_4_length_129431_cov_80108_80779	Cas genes
